"train/timestep","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward__MAX"
"1380000","69","69","69","-375.8297166","-375.8297166","-375.8297166","69","69","69","-353.2163736","-353.2163736","-353.2163736","69","69","69","-412.9068384","-412.9068384","-412.9068384","69","69","69","-433.3508292","-433.3508292","-433.3508292","69","69","69","-492.3807564","-492.3807564","-492.3807564","69","69","69","-145.866822","-145.866822","-145.866822","69","69","69","308.61600020000003","308.61600020000003","308.61600020000003","69","69","69","-228.09471","-228.09471","-228.09471","69","69","69","-371.716008","-371.716008","-371.716008","69","69","69","-420.08877640000003","-420.08877640000003","-420.08877640000003"
"1400000","70","70","70","-208.47044800000003","-208.47044800000003","-208.47044800000003","70","70","70","-312.3994522","-312.3994522","-312.3994522","70","70","70","-441.6633672","-441.6633672","-441.6633672","70","70","70","-476.202937","-476.202937","-476.202937","70","70","70","-494.90112600000003","-494.90112600000003","-494.90112600000003","70","70","70","-268.437765","-268.437765","-268.437765","70","70","70","-189.5054632","-189.5054632","-189.5054632","70","70","70","-287.74334220000003","-287.74334220000003","-287.74334220000003","70","70","70","-243.357463","-243.357463","-243.357463","70","70","70","-426.697824","-426.697824","-426.697824"
"1420000","71","71","71","-394.9736504","-394.9736504","-394.9736504","71","71","71","-306.72616120000004","-306.72616120000004","-306.72616120000004","71","71","71","-399.07160020000003","-399.07160020000003","-399.07160020000003","71","71","71","-531.022145","-531.022145","-531.022145","71","71","71","-502.072786","-502.072786","-502.072786","71","71","71","-277.0171458","-277.0171458","-277.0171458","71","71","71","203.0134868","203.0134868","203.0134868","71","71","71","-283.8793564","-283.8793564","-283.8793564","71","71","71","-299.9204876","-299.9204876","-299.9204876","71","71","71","-387.476773","-387.476773","-387.476773"
"1440000","72","72","72","-474.2129506","-474.2129506","-474.2129506","72","72","72","-315.0315634","-315.0315634","-315.0315634","72","72","72","-399.4380076","-399.4380076","-399.4380076","72","72","72","-491.39820840000004","-491.39820840000004","-491.39820840000004","72","72","72","-474.8510482","-474.8510482","-474.8510482","72","72","72","-407.18189979999994","-407.18189979999994","-407.18189979999994","72","72","72","260.7002455999999","260.7002455999999","260.7002455999999","72","72","72","-238.99212219999998","-238.99212219999998","-238.99212219999998","72","72","72","-410.40574480000004","-410.40574480000004","-410.40574480000004","72","72","72","-468.62315199999995","-468.62315199999995","-468.62315199999995"
"1460000","73","73","73","-142.9329346","-142.9329346","-142.9329346","73","73","73","-328.97135799999995","-328.97135799999995","-328.97135799999995","73","73","73","-399.2409948","-399.2409948","-399.2409948","73","73","73","-484.988167","-484.988167","-484.988167","73","73","73","-475.1388502","-475.1388502","-475.1388502","73","73","73","-434.1521024","-434.1521024","-434.1521024","73","73","73","60.2564958","60.2564958","60.2564958","73","73","73","-251.4066784","-251.4066784","-251.4066784","73","73","73","-401.1590764","-401.1590764","-401.1590764","73","73","73","-527.8589468","-527.8589468","-527.8589468"
"1480000","74","74","74","-78.4548252","-78.4548252","-78.4548252","74","74","74","-329.26402440000004","-329.26402440000004","-329.26402440000004","74","74","74","-400.80375960000003","-400.80375960000003","-400.80375960000003","74","74","74","-480.6070444","-480.6070444","-480.6070444","74","74","74","-488.71111340000004","-488.71111340000004","-488.71111340000004","74","74","74","-449.2136364","-449.2136364","-449.2136364","74","74","74","128.691305","128.691305","128.691305","74","74","74","-248.63473720000002","-248.63473720000002","-248.63473720000002","74","74","74","-557.3400548000001","-557.3400548000001","-557.3400548000001","74","74","74","-460.1580668","-460.1580668","-460.1580668"
"1500000","75","75","75","9.916570999999996","9.916570999999996","9.916570999999996","75","75","75","-298.0755972","-298.0755972","-298.0755972","75","75","75","-397.80831","-397.80831","-397.80831","75","75","75","-468.6115632","-468.6115632","-468.6115632","75","75","75","-494.2116306","-494.2116306","-494.2116306","75","75","75","-325.31512499999997","-325.31512499999997","-325.31512499999997","75","75","75","45.8252474","45.8252474","45.8252474","75","75","75","-199.958143","-199.958143","-199.958143","75","75","75","-564.1334482","-564.1334482","-564.1334482","75","75","75","-448.7193282","-448.7193282","-448.7193282"
"1520000","76","76","76","-60.00607480000001","-60.00607480000001","-60.00607480000001","76","76","76","-249.48878340000002","-249.48878340000002","-249.48878340000002","76","76","76","-383.14015980000005","-383.14015980000005","-383.14015980000005","76","76","76","-401.8903282","-401.8903282","-401.8903282","76","76","76","-435.7805445999999","-435.7805445999999","-435.7805445999999","76","76","76","-357.3611436","-357.3611436","-357.3611436","76","76","76","25.85072660000001","25.85072660000001","25.85072660000001","76","76","76","-150.03137980000002","-150.03137980000002","-150.03137980000002","76","76","76","-549.1852647999999","-549.1852647999999","-549.1852647999999","76","76","76","-410.600666","-410.600666","-410.600666"
"1540000","77","77","77","71.33192799999999","71.33192799999999","71.33192799999999","77","77","77","-238.59185659999997","-238.59185659999997","-238.59185659999997","77","77","77","-426.15823579999994","-426.15823579999994","-426.15823579999994","77","77","77","-324.9952066","-324.9952066","-324.9952066","77","77","77","-375.8864992","-375.8864992","-375.8864992","77","77","77","-342.272979","-342.272979","-342.272979","77","77","77","24.291251200000023","24.291251200000023","24.291251200000023","77","77","77","-227.18932219999996","-227.18932219999996","-227.18932219999996","77","77","77","-426.9343078","-426.9343078","-426.9343078","77","77","77","-436.835835","-436.835835","-436.835835"
"1560000","78","78","78","17.518292199999998","17.518292199999998","17.518292199999998","78","78","78","-288.978364","-288.978364","-288.978364","78","78","78","-494.52924220000006","-494.52924220000006","-494.52924220000006","78","78","78","-384.95010680000007","-384.95010680000007","-384.95010680000007","78","78","78","-359.0468244","-359.0468244","-359.0468244","78","78","78","-334.22026719999997","-334.22026719999997","-334.22026719999997","78","78","78","-100.37220199999999","-100.37220199999999","-100.37220199999999","78","78","78","-186.91533599999997","-186.91533599999997","-186.91533599999997","78","78","78","-441.7115252","-441.7115252","-441.7115252","78","78","78","-331.2820428","-331.2820428","-331.2820428"
"1580000","79","79","79","-26.555951200000003","-26.555951200000003","-26.555951200000003","79","79","79","-196.9921012","-196.9921012","-196.9921012","79","79","79","-503.29287320000003","-503.29287320000003","-503.29287320000003","79","79","79","-427.85379300000005","-427.85379300000005","-427.85379300000005","79","79","79","-380.8148344","-380.8148344","-380.8148344","79","79","79","-332.71196879999997","-332.71196879999997","-332.71196879999997","79","79","79","-134.33071460000002","-134.33071460000002","-134.33071460000002","79","79","79","62.04007540000001","62.04007540000001","62.04007540000001","79","79","79","-655.553281","-655.553281","-655.553281","79","79","79","-394.67335560000004","-394.67335560000004","-394.67335560000004"
"1600000","80","80","80","66.306567","66.306567","66.306567","80","80","80","-194.2627864","-194.2627864","-194.2627864","80","80","80","-525.6091569999999","-525.6091569999999","-525.6091569999999","80","80","80","-426.680441","-426.680441","-426.680441","80","80","80","-404.50230419999997","-404.50230419999997","-404.50230419999997","80","80","80","-407.4369652","-407.4369652","-407.4369652","80","80","80","-183.86201160000002","-183.86201160000002","-183.86201160000002","80","80","80","-240.64988499999998","-240.64988499999998","-240.64988499999998","80","80","80","-630.5112332000001","-630.5112332000001","-630.5112332000001","80","80","80","-398.5885768","-398.5885768","-398.5885768"
"1620000","81","81","81","18.832721799999995","18.832721799999995","18.832721799999995","81","81","81","-163.01956639999997","-163.01956639999997","-163.01956639999997","81","81","81","-491.8673836","-491.8673836","-491.8673836","81","81","81","-385.53887860000003","-385.53887860000003","-385.53887860000003","81","81","81","-457.3469006","-457.3469006","-457.3469006","81","81","81","-334.4816202","-334.4816202","-334.4816202","81","81","81","-132.9921744","-132.9921744","-132.9921744","81","81","81","-32.9136228","-32.9136228","-32.9136228","81","81","81","-679.3366462","-679.3366462","-679.3366462","81","81","81","-391.5917734000001","-391.5917734000001","-391.5917734000001"
"1640000","82","82","82","28.4221094","28.4221094","28.4221094","82","82","82","-192.5311204","-192.5311204","-192.5311204","82","82","82","-426.99292679999996","-426.99292679999996","-426.99292679999996","82","82","82","-335.3696382","-335.3696382","-335.3696382","82","82","82","-451.6022958","-451.6022958","-451.6022958","82","82","82","-326.4207782","-326.4207782","-326.4207782","82","82","82","-146.2142496","-146.2142496","-146.2142496","82","82","82","-317.8446634","-317.8446634","-317.8446634","82","82","82","-758.8802942","-758.8802942","-758.8802942","82","82","82","-402.94611760000004","-402.94611760000004","-402.94611760000004"
"1660000","83","83","83","20.4517976","20.4517976","20.4517976","83","83","83","-202.51475879999998","-202.51475879999998","-202.51475879999998","83","83","83","-454.1535806","-454.1535806","-454.1535806","83","83","83","-270.2843568","-270.2843568","-270.2843568","83","83","83","-435.4219742","-435.4219742","-435.4219742","83","83","83","-391.1280986","-391.1280986","-391.1280986","83","83","83","-56.57192740000001","-56.57192740000001","-56.57192740000001","83","83","83","-178.8941248","-178.8941248","-178.8941248","83","83","83","-676.852169","-676.852169","-676.852169","83","83","83","-351.56951660000004","-351.56951660000004","-351.56951660000004"
"1680000","84","84","84","81.0801508","81.0801508","81.0801508","84","84","84","-181.33524419999998","-181.33524419999998","-181.33524419999998","84","84","84","-355.00655620000003","-355.00655620000003","-355.00655620000003","84","84","84","-266.6579574","-266.6579574","-266.6579574","84","84","84","-273.3880948","-273.3880948","-273.3880948","84","84","84","-366.66206619999997","-366.66206619999997","-366.66206619999997","84","84","84","59.712646400000004","59.712646400000004","59.712646400000004","84","84","84","-258.60465039999997","-258.60465039999997","-258.60465039999997","84","84","84","-759.6154801999999","-759.6154801999999","-759.6154801999999","84","84","84","-339.53769819999997","-339.53769819999997","-339.53769819999997"
"1700000","85","85","85","-29.260244600000004","-29.260244600000004","-29.260244600000004","85","85","85","-131.3490186","-131.3490186","-131.3490186","85","85","85","-375.9147896","-375.9147896","-375.9147896","85","85","85","-274.0549118","-274.0549118","-274.0549118","85","85","85","-288.4165106","-288.4165106","-288.4165106","85","85","85","-340.19847960000004","-340.19847960000004","-340.19847960000004","85","85","85","-108.45877800000001","-108.45877800000001","-108.45877800000001","85","85","85","-240.45874080000004","-240.45874080000004","-240.45874080000004","85","85","85","-658.8052481999999","-658.8052481999999","-658.8052481999999","85","85","85","-353.0326798","-353.0326798","-353.0326798"
"1720000","86","86","86","21.679720999999997","21.679720999999997","21.679720999999997","86","86","86","-128.883567","-128.883567","-128.883567","86","86","86","-393.6316722","-393.6316722","-393.6316722","86","86","86","-258.9520116","-258.9520116","-258.9520116","86","86","86","-384.4499672","-384.4499672","-384.4499672","86","86","86","-297.614459","-297.614459","-297.614459","86","86","86","-23.8295954","-23.8295954","-23.8295954","86","86","86","-289.056523","-289.056523","-289.056523","86","86","86","-654.2783314000001","-654.2783314000001","-654.2783314000001","86","86","86","-347.4871686","-347.4871686","-347.4871686"
"1740000","87","87","87","28.6213498","28.6213498","28.6213498","87","87","87","-83.7489334","-83.7489334","-83.7489334","87","87","87","-391.683691","-391.683691","-391.683691","87","87","87","-269.45593080000003","-269.45593080000003","-269.45593080000003","87","87","87","-391.3319748","-391.3319748","-391.3319748","87","87","87","-266.239588","-266.239588","-266.239588","87","87","87","-13.553197999999995","-13.553197999999995","-13.553197999999995","87","87","87","-198.1839316","-198.1839316","-198.1839316","87","87","87","-548.533905","-548.533905","-548.533905","87","87","87","-373.1250616","-373.1250616","-373.1250616"
"1760000","88","88","88","44.196196799999996","44.196196799999996","44.196196799999996","88","88","88","-20.517018","-20.517018","-20.517018","88","88","88","-394.6080074","-394.6080074","-394.6080074","88","88","88","-280.953342","-280.953342","-280.953342","88","88","88","-392.70417779999997","-392.70417779999997","-392.70417779999997","88","88","88","-256.6321482","-256.6321482","-256.6321482","88","88","88","3.6246439999999978","3.6246439999999978","3.6246439999999978","88","88","88","-276.16889100000003","-276.16889100000003","-276.16889100000003","88","88","88","-510.7328928","-510.7328928","-510.7328928","88","88","88","-277.4668932","-277.4668932","-277.4668932"
"1780000","89","89","89","53.6886806","53.6886806","53.6886806","89","89","89","25.693456400000002","25.693456400000002","25.693456400000002","89","89","89","-351.3107218","-351.3107218","-351.3107218","89","89","89","-284.09162860000004","-284.09162860000004","-284.09162860000004","89","89","89","-347.51378059999996","-347.51378059999996","-347.51378059999996","89","89","89","-275.5818698","-275.5818698","-275.5818698","89","89","89","52.318810799999994","52.318810799999994","52.318810799999994","89","89","89","-145.5828602","-145.5828602","-145.5828602","89","89","89","-406.657634","-406.657634","-406.657634","89","89","89","-463.66207700000007","-463.66207700000007","-463.66207700000007"
"1800000","90","90","90","33.710136199999994","33.710136199999994","33.710136199999994","90","90","90","-16.821528400000002","-16.821528400000002","-16.821528400000002","90","90","90","-374.00156339999995","-374.00156339999995","-374.00156339999995","90","90","90","-268.8742776","-268.8742776","-268.8742776","90","90","90","-307.5181288","-307.5181288","-307.5181288","90","90","90","-293.47537980000004","-293.47537980000004","-293.47537980000004","90","90","90","87.3538428","87.3538428","87.3538428","90","90","90","-196.8717116","-196.8717116","-196.8717116","90","90","90","-387.76455799999997","-387.76455799999997","-387.76455799999997","90","90","90","-519.620996","-519.620996","-519.620996"
"1820000","91","91","91","28.122450399999998","28.122450399999998","28.122450399999998","91","91","91","-84.8086184","-84.8086184","-84.8086184","91","91","91","-374.21433979999995","-374.21433979999995","-374.21433979999995","91","91","91","-244.8295548","-244.8295548","-244.8295548","91","91","91","-315.9789108","-315.9789108","-315.9789108","91","91","91","-277.11458439999996","-277.11458439999996","-277.11458439999996","91","91","91","216.003222","216.003222","216.003222","91","91","91","-240.75096799999997","-240.75096799999997","-240.75096799999997","91","91","91","-450.3413966","-450.3413966","-450.3413966","91","91","91","-499.746202","-499.746202","-499.746202"
"1840000","92","92","92","45.5551998","45.5551998","45.5551998","92","92","92","-31.686209399999996","-31.686209399999996","-31.686209399999996","92","92","92","-360.78705460000003","-360.78705460000003","-360.78705460000003","92","92","92","-237.180256","-237.180256","-237.180256","92","92","92","-297.9496248","-297.9496248","-297.9496248","92","92","92","-263.74649800000003","-263.74649800000003","-263.74649800000003","92","92","92","-25.81474380000001","-25.81474380000001","-25.81474380000001","92","92","92","-128.5717474","-128.5717474","-128.5717474","92","92","92","-466.919625","-466.919625","-466.919625","92","92","92","-465.0919754","-465.0919754","-465.0919754"
"1860000","93","93","93","57.7044316","57.7044316","57.7044316","93","93","93","-31.866936399999997","-31.866936399999997","-31.866936399999997","93","93","93","-378.613789","-378.613789","-378.613789","93","93","93","-252.84579100000002","-252.84579100000002","-252.84579100000002","93","93","93","-280.42152619999996","-280.42152619999996","-280.42152619999996","93","93","93","-275.86064279999994","-275.86064279999994","-275.86064279999994","93","93","93","64.0921004","64.0921004","64.0921004","93","93","93","-114.91843300000001","-114.91843300000001","-114.91843300000001","93","93","93","-499.67596599999996","-499.67596599999996","-499.67596599999996","93","93","93","-381.72940619999997","-381.72940619999997","-381.72940619999997"
"1880000","94","94","94","63.36989","63.36989","63.36989","94","94","94","-53.10172759999999","-53.10172759999999","-53.10172759999999","94","94","94","-458.64654040000005","-458.64654040000005","-458.64654040000005","94","94","94","-253.17329200000003","-253.17329200000003","-253.17329200000003","94","94","94","-266.94765","-266.94765","-266.94765","94","94","94","-251.4589984","-251.4589984","-251.4589984","94","94","94","-19.198302400000006","-19.198302400000006","-19.198302400000006","94","94","94","-62.6012072","-62.6012072","-62.6012072","94","94","94","-502.14139439999997","-502.14139439999997","-502.14139439999997","94","94","94","-553.4545656","-553.4545656","-553.4545656"
"1900000","95","95","95","64.085588","64.085588","64.085588","95","95","95","-116.0488142","-116.0488142","-116.0488142","95","95","95","-469.6333214","-469.6333214","-469.6333214","95","95","95","-263.34862139999996","-263.34862139999996","-263.34862139999996","95","95","95","-313.4292016","-313.4292016","-313.4292016","95","95","95","-321.549508","-321.549508","-321.549508","95","95","95","-10.870810600000002","-10.870810600000002","-10.870810600000002","95","95","95","-91.53420679999999","-91.53420679999999","-91.53420679999999","95","95","95","-483.28911260000007","-483.28911260000007","-483.28911260000007","95","95","95","-440.3010094","-440.3010094","-440.3010094"
"1920000","96","96","96","26.892490200000005","26.892490200000005","26.892490200000005","96","96","96","-129.0973756","-129.0973756","-129.0973756","96","96","96","-451.09959360000005","-451.09959360000005","-451.09959360000005","96","96","96","-282.616239","-282.616239","-282.616239","96","96","96","-380.6755536","-380.6755536","-380.6755536","96","96","96","-343.7482426","-343.7482426","-343.7482426","96","96","96","0.7500572000000005","0.7500572000000005","0.7500572000000005","96","96","96","64.6866186","64.6866186","64.6866186","96","96","96","-476.47742900000003","-476.47742900000003","-476.47742900000003","96","96","96","-676.1210134","-676.1210134","-676.1210134"
"1940000","97","97","97","4.890121399999996","4.890121399999996","4.890121399999996","97","97","97","-144.7462838","-144.7462838","-144.7462838","97","97","97","-458.73149319999993","-458.73149319999993","-458.73149319999993","97","97","97","-281.78789420000004","-281.78789420000004","-281.78789420000004","97","97","97","-390.2277794","-390.2277794","-390.2277794","97","97","97","-355.31956740000004","-355.31956740000004","-355.31956740000004","97","97","97","-36.882364800000005","-36.882364800000005","-36.882364800000005","97","97","97","78.3041188","78.3041188","78.3041188","97","97","97","-421.33588380000003","-421.33588380000003","-421.33588380000003","97","97","97","-675.0034307999999","-675.0034307999999","-675.0034307999999"
"1960000","98","98","98","56.0925754","56.0925754","56.0925754","98","98","98","-137.86246260000001","-137.86246260000001","-137.86246260000001","98","98","98","-457.059183","-457.059183","-457.059183","98","98","98","-302.5814216","-302.5814216","-302.5814216","98","98","98","-391.9239744","-391.9239744","-391.9239744","98","98","98","-344.44072140000003","-344.44072140000003","-344.44072140000003","98","98","98","80.7269872","80.7269872","80.7269872","98","98","98","-70.2846576","-70.2846576","-70.2846576","98","98","98","-485.84967539999997","-485.84967539999997","-485.84967539999997","98","98","98","-677.6384866000001","-677.6384866000001","-677.6384866000001"
"1980000","99","99","99","78.96641480000001","78.96641480000001","78.96641480000001","99","99","99","-320.0456276","-320.0456276","-320.0456276","99","99","99","-466.80020640000004","-466.80020640000004","-466.80020640000004","99","99","99","-307.90751280000006","-307.90751280000006","-307.90751280000006","99","99","99","-380.85256100000004","-380.85256100000004","-380.85256100000004","99","99","99","-322.8027284","-322.8027284","-322.8027284","99","99","99","-73.0077288","-73.0077288","-73.0077288","99","99","99","30.604869400000002","30.604869400000002","30.604869400000002","99","99","99","-477.3337514","-477.3337514","-477.3337514","99","99","99","-817.3406259999999","-817.3406259999999","-817.3406259999999"
"2000000","100","100","100","56.88832","56.88832","56.88832","100","100","100","-274.6041768","-274.6041768","-274.6041768","100","100","100","-465.62037440000006","-465.62037440000006","-465.62037440000006","100","100","100","-282.440148","-282.440148","-282.440148","100","100","100","-382.584383","-382.584383","-382.584383","100","100","100","-258.3934352","-258.3934352","-258.3934352","100","100","100","-36.695415","-36.695415","-36.695415","100","100","100","1.2311026000000027","1.2311026000000027","1.2311026000000027","100","100","100","-478.6165146","-478.6165146","-478.6165146","100","100","100","-734.3964518","-734.3964518","-734.3964518"
"2020000","101","101","101","29.178460199999996","29.178460199999996","29.178460199999996","101","101","101","-275.22482879999995","-275.22482879999995","-275.22482879999995","101","101","101","-456.67808080000003","-456.67808080000003","-456.67808080000003","101","101","101","-260.46225280000004","-260.46225280000004","-260.46225280000004","101","101","101","-365.4945758","-365.4945758","-365.4945758","101","101","101","-285.200385","-285.200385","-285.200385","101","101","101","-64.399191","-64.399191","-64.399191","101","101","101","6.0759435999999996","6.0759435999999996","6.0759435999999996","101","101","101","-449.21193039999997","-449.21193039999997","-449.21193039999997","101","101","101","-704.90787","-704.90787","-704.90787"
"2040000","102","102","102","66.1993292","66.1993292","66.1993292","102","102","102","-232.57183059999997","-232.57183059999997","-232.57183059999997","102","102","102","-404.8926762","-404.8926762","-404.8926762","102","102","102","-311.6802626","-311.6802626","-311.6802626","102","102","102","-312.9885444","-312.9885444","-312.9885444","102","102","102","-331.3045118","-331.3045118","-331.3045118","102","102","102","-14.213878599999997","-14.213878599999997","-14.213878599999997","102","102","102","-136.61872979999998","-136.61872979999998","-136.61872979999998","102","102","102","-530.2440786","-530.2440786","-530.2440786","102","102","102","-927.3665724","-927.3665724","-927.3665724"
"2060000","103","103","103","21.561922200000005","21.561922200000005","21.561922200000005","103","103","103","-156.811805","-156.811805","-156.811805","103","103","103","-414.7907982","-414.7907982","-414.7907982","103","103","103","-275.7153014","-275.7153014","-275.7153014","103","103","103","-295.6671014","-295.6671014","-295.6671014","103","103","103","-347.16355660000005","-347.16355660000005","-347.16355660000005","103","103","103","-126.8728948","-126.8728948","-126.8728948","103","103","103","47.12406060000001","47.12406060000001","47.12406060000001","103","103","103","-509.81875840000004","-509.81875840000004","-509.81875840000004","103","103","103","-677.5744558","-677.5744558","-677.5744558"
"2080000","104","104","104","39.646314000000004","39.646314000000004","39.646314000000004","104","104","104","-240.00730040000002","-240.00730040000002","-240.00730040000002","104","104","104","-407.5638916","-407.5638916","-407.5638916","104","104","104","-232.4975802","-232.4975802","-232.4975802","104","104","104","-330.65081380000004","-330.65081380000004","-330.65081380000004","104","104","104","-294.28224839999996","-294.28224839999996","-294.28224839999996","104","104","104","76.50266080000002","76.50266080000002","76.50266080000002","104","104","104","-76.85218599999999","-76.85218599999999","-76.85218599999999","104","104","104","-448.78421640000005","-448.78421640000005","-448.78421640000005","104","104","104","-959.6151942","-959.6151942","-959.6151942"
"2100000","105","105","105","35.2472366","35.2472366","35.2472366","105","105","105","-247.16229520000002","-247.16229520000002","-247.16229520000002","105","105","105","-335.2237508","-335.2237508","-335.2237508","105","105","105","-243.1657722","-243.1657722","-243.1657722","105","105","105","-333.9235818","-333.9235818","-333.9235818","105","105","105","-334.84532279999996","-334.84532279999996","-334.84532279999996","105","105","105","-48.57861039999999","-48.57861039999999","-48.57861039999999","105","105","105","-211.7632458","-211.7632458","-211.7632458","105","105","105","-364.8610474","-364.8610474","-364.8610474","105","105","105","-924.0501791999999","-924.0501791999999","-924.0501791999999"
"2120000","106","106","106","18.6748856","18.6748856","18.6748856","106","106","106","-212.50602360000002","-212.50602360000002","-212.50602360000002","106","106","106","-364.2850296","-364.2850296","-364.2850296","106","106","106","-266.926095","-266.926095","-266.926095","106","106","106","-325.49377940000005","-325.49377940000005","-325.49377940000005","106","106","106","-443.28402480000005","-443.28402480000005","-443.28402480000005","106","106","106","-98.3131912","-98.3131912","-98.3131912","106","106","106","-114.09559420000001","-114.09559420000001","-114.09559420000001","106","106","106","-403.8807526","-403.8807526","-403.8807526","106","106","106","-744.9069403999999","-744.9069403999999","-744.9069403999999"
